event_id,event_date,entity_id,source_system,event_type,severity,owner_team,impacted_metric,records_impacted,note
EVT00460,2026-04-10,ENT004,ERP,manual_override,Medium,Product,qa_defect_rate,8963,industrial portfolio margin signal 460
EVT00461,2026-04-11,ENT005,CRM,definition_change,Medium,Sales,metric_certification,44025,industrial portfolio margin signal 461
EVT00462,2026-04-12,ENT006,ERP,refresh_delay,Low,Sales,automation_savings,57727,industrial portfolio margin signal 462
EVT00463,2026-04-13,ENT007,Sigma workbook,manual_override,High,Supply chain,backlog_age,14600,industrial portfolio margin signal 463
EVT00464,2026-04-14,ENT008,Sigma workbook,automation_run,High,Quality,automation_savings,26891,industrial portfolio margin signal 464
EVT00465,2026-04-15,ENT009,Support notes,release_review,Medium,Quality,gross_margin,11146,industrial portfolio margin signal 465
EVT00466,2026-04-16,ENT010,Support notes,qa_failure,Critical,Product,backlog_age,38652,industrial portfolio margin signal 466
EVT00467,2026-04-17,ENT011,Support notes,manual_override,High,Operations,gross_margin,5978,industrial portfolio margin signal 467
EVT00468,2026-04-18,ENT012,Sigma workbook,release_review,Critical,Sales,launch_readiness,38197,industrial portfolio margin signal 468
EVT00469,2026-04-19,ENT013,Notebook,stakeholder_request,High,Operations,gross_margin,45903,industrial portfolio margin signal 469
EVT00470,2026-04-20,ENT014,CRM,definition_change,Low,Analytics,qa_defect_rate,6522,industrial portfolio margin signal 470
EVT00471,2026-04-21,ENT015,Support notes,qa_failure,Critical,Analytics,backlog_age,43845,industrial portfolio margin signal 471
EVT00472,2026-04-22,ENT016,Sigma workbook,stakeholder_request,High,Analytics,gross_margin,56874,industrial portfolio margin signal 472
EVT00473,2026-04-23,ENT017,Data warehouse,refresh_delay,High,Quality,metric_certification,9424,industrial portfolio margin signal 473
EVT00474,2026-04-24,ENT018,Notebook,automation_run,High,Supply chain,qa_defect_rate,26492,industrial portfolio margin signal 474
EVT00475,2026-04-25,ENT019,CRM,stakeholder_request,High,Sales,automation_savings,28074,industrial portfolio margin signal 475
EVT00476,2026-04-26,ENT020,Support notes,release_review,Critical,Operations,backlog_age,50086,industrial portfolio margin signal 476
EVT00477,2026-04-27,ENT021,Notebook,qa_failure,Critical,Analytics,backlog_age,57447,industrial portfolio margin signal 477
EVT00478,2026-04-28,ENT022,Notebook,refresh_delay,Critical,Supply chain,automation_savings,22419,industrial portfolio margin signal 478
EVT00479,2026-04-29,ENT023,Sigma workbook,automation_run,Low,Sales,automation_savings,59157,industrial portfolio margin signal 479
EVT00480,2026-04-30,ENT024,Notebook,qa_failure,Low,Operations,automation_savings,25204,industrial portfolio margin signal 480
EVT00481,2026-01-01,ENT001,Notebook,refresh_delay,High,Sales,qa_defect_rate,7864,industrial portfolio margin signal 481
EVT00482,2026-01-02,ENT002,Sigma workbook,qa_failure,High,Operations,backlog_age,28510,industrial portfolio margin signal 482
EVT00483,2026-01-03,ENT003,Notebook,manual_override,Critical,Analytics,gross_margin,16848,industrial portfolio margin signal 483
EVT00484,2026-01-04,ENT004,Support notes,automation_run,Critical,Analytics,launch_readiness,43243,industrial portfolio margin signal 484
EVT00485,2026-01-05,ENT005,Support notes,automation_run,Medium,Product,gross_margin,29102,industrial portfolio margin signal 485
EVT00486,2026-01-06,ENT006,CRM,definition_change,High,Quality,gross_margin,57505,industrial portfolio margin signal 486
EVT00487,2026-01-07,ENT007,Data warehouse,manual_override,Low,Operations,backlog_age,25826,industrial portfolio margin signal 487
EVT00488,2026-01-08,ENT008,CRM,release_review,Medium,Analytics,automation_savings,34747,industrial portfolio margin signal 488
EVT00489,2026-01-09,ENT009,CRM,qa_failure,Medium,Quality,launch_readiness,46396,industrial portfolio margin signal 489
EVT00490,2026-01-10,ENT010,ERP,manual_override,Low,Quality,metric_certification,19217,industrial portfolio margin signal 490
EVT00491,2026-01-11,ENT011,ERP,automation_run,Critical,Operations,automation_savings,11092,industrial portfolio margin signal 491
EVT00492,2026-01-12,ENT012,CRM,release_review,Critical,Sales,backlog_age,37889,industrial portfolio margin signal 492
EVT00493,2026-01-13,ENT013,Data warehouse,qa_failure,Low,Operations,automation_savings,35083,industrial portfolio margin signal 493
EVT00494,2026-01-14,ENT014,Data warehouse,refresh_delay,Medium,Product,backlog_age,61267,industrial portfolio margin signal 494
EVT00495,2026-01-15,ENT015,Sigma workbook,manual_override,High,Operations,metric_certification,16446,industrial portfolio margin signal 495
EVT00496,2026-01-16,ENT016,ERP,refresh_delay,High,Supply chain,metric_certification,53098,industrial portfolio margin signal 496
EVT00497,2026-01-17,ENT017,Support notes,manual_override,Critical,Analytics,qa_defect_rate,23386,industrial portfolio margin signal 497
EVT00498,2026-01-18,ENT018,CRM,automation_run,Medium,Analytics,qa_defect_rate,30561,industrial portfolio margin signal 498
EVT00499,2026-01-19,ENT019,CRM,automation_run,Medium,Sales,backlog_age,46515,industrial portfolio margin signal 499
EVT00500,2026-01-20,ENT020,Sigma workbook,definition_change,Medium,Quality,gross_margin,10005,industrial portfolio margin signal 500
EVT00501,2026-01-21,ENT021,Sigma workbook,manual_override,Low,Analytics,automation_savings,52589,industrial portfolio margin signal 501
EVT00502,2026-01-22,ENT022,ERP,refresh_delay,Medium,Product,automation_savings,38688,industrial portfolio margin signal 502
EVT00503,2026-01-23,ENT023,Data warehouse,automation_run,High,Sales,gross_margin,52111,industrial portfolio margin signal 503
EVT00504,2026-01-24,ENT024,Support notes,definition_change,Medium,Supply chain,backlog_age,32664,industrial portfolio margin signal 504
EVT00505,2026-01-25,ENT001,Notebook,stakeholder_request,High,Operations,qa_defect_rate,32629,industrial portfolio margin signal 505
EVT00506,2026-01-26,ENT002,Data warehouse,definition_change,Medium,Sales,qa_defect_rate,24102,industrial portfolio margin signal 506
EVT00507,2026-01-27,ENT003,CRM,release_review,Critical,Analytics,gross_margin,58900,industrial portfolio margin signal 507
EVT00508,2026-01-28,ENT004,Notebook,qa_failure,High,Product,launch_readiness,11404,industrial portfolio margin signal 508
EVT00509,2026-01-29,ENT005,ERP,release_review,Low,Product,backlog_age,50887,industrial portfolio margin signal 509
EVT00510,2026-01-30,ENT006,Notebook,release_review,Critical,Analytics,metric_certification,46380,industrial portfolio margin signal 510
EVT00511,2026-01-31,ENT007,CRM,qa_failure,High,Sales,metric_certification,5569,industrial portfolio margin signal 511
EVT00512,2026-02-01,ENT008,ERP,stakeholder_request,High,Quality,qa_defect_rate,30735,industrial portfolio margin signal 512
EVT00513,2026-02-02,ENT009,Data warehouse,stakeholder_request,Critical,Operations,gross_margin,18609,industrial portfolio margin signal 513
EVT00514,2026-02-03,ENT010,CRM,stakeholder_request,Medium,Operations,launch_readiness,11088,industrial portfolio margin signal 514
EVT00515,2026-02-04,ENT011,Notebook,qa_failure,Medium,Product,gross_margin,35174,industrial portfolio margin signal 515
EVT00516,2026-02-05,ENT012,Sigma workbook,automation_run,Low,Operations,gross_margin,41911,industrial portfolio margin signal 516
EVT00517,2026-02-06,ENT013,Support notes,definition_change,High,Quality,automation_savings,18431,industrial portfolio margin signal 517
EVT00518,2026-02-07,ENT014,CRM,manual_override,Critical,Operations,gross_margin,2778,industrial portfolio margin signal 518
EVT00519,2026-02-08,ENT015,CRM,qa_failure,Low,Operations,metric_certification,195,industrial portfolio margin signal 519
EVT00520,2026-02-09,ENT016,Notebook,refresh_delay,Critical,Analytics,qa_defect_rate,19690,industrial portfolio margin signal 520
EVT00521,2026-02-10,ENT017,Support notes,qa_failure,Medium,Analytics,metric_certification,51515,industrial portfolio margin signal 521
EVT00522,2026-02-11,ENT018,ERP,refresh_delay,Critical,Sales,qa_defect_rate,48584,industrial portfolio margin signal 522
EVT00523,2026-02-12,ENT019,Sigma workbook,refresh_delay,Critical,Supply chain,metric_certification,40519,industrial portfolio margin signal 523
EVT00524,2026-02-13,ENT020,Support notes,manual_override,Critical,Analytics,launch_readiness,45489,industrial portfolio margin signal 524
EVT00525,2026-02-14,ENT021,Data warehouse,automation_run,Critical,Quality,qa_defect_rate,51952,industrial portfolio margin signal 525
EVT00526,2026-02-15,ENT022,CRM,manual_override,Low,Product,backlog_age,56126,industrial portfolio margin signal 526
EVT00527,2026-02-16,ENT023,CRM,refresh_delay,Medium,Quality,gross_margin,3276,industrial portfolio margin signal 527
EVT00528,2026-02-17,ENT024,Support notes,refresh_delay,Critical,Quality,automation_savings,7071,industrial portfolio margin signal 528
EVT00529,2026-02-18,ENT001,Data warehouse,definition_change,Medium,Operations,gross_margin,44483,industrial portfolio margin signal 529
EVT00530,2026-02-19,ENT002,CRM,automation_run,Medium,Product,gross_margin,49670,industrial portfolio margin signal 530
EVT00531,2026-02-20,ENT003,ERP,stakeholder_request,Medium,Operations,metric_certification,59561,industrial portfolio margin signal 531
EVT00532,2026-02-21,ENT004,ERP,stakeholder_request,Low,Sales,launch_readiness,30314,industrial portfolio margin signal 532
EVT00533,2026-02-22,ENT005,Sigma workbook,definition_change,High,Quality,metric_certification,11716,industrial portfolio margin signal 533
EVT00534,2026-02-23,ENT006,Data warehouse,refresh_delay,Critical,Quality,automation_savings,22818,industrial portfolio margin signal 534
EVT00535,2026-02-24,ENT007,Notebook,release_review,Critical,Operations,metric_certification,39050,industrial portfolio margin signal 535
EVT00536,2026-02-25,ENT008,ERP,manual_override,Critical,Quality,gross_margin,31708,industrial portfolio margin signal 536
EVT00537,2026-02-26,ENT009,Data warehouse,automation_run,High,Quality,launch_readiness,28604,industrial portfolio margin signal 537
EVT00538,2026-02-27,ENT010,Sigma workbook,qa_failure,Low,Supply chain,qa_defect_rate,27472,industrial portfolio margin signal 538
EVT00539,2026-02-28,ENT011,Support notes,manual_override,Medium,Quality,gross_margin,23485,industrial portfolio margin signal 539
EVT00540,2026-03-01,ENT012,Notebook,qa_failure,Critical,Analytics,metric_certification,2931,industrial portfolio margin signal 540
EVT00541,2026-03-02,ENT013,Data warehouse,refresh_delay,Critical,Operations,automation_savings,44445,industrial portfolio margin signal 541
EVT00542,2026-03-03,ENT014,Support notes,automation_run,Medium,Sales,backlog_age,3285,industrial portfolio margin signal 542
EVT00543,2026-03-04,ENT015,Data warehouse,release_review,Low,Product,automation_savings,29897,industrial portfolio margin signal 543
EVT00544,2026-03-05,ENT016,Sigma workbook,release_review,Medium,Product,gross_margin,35902,industrial portfolio margin signal 544
EVT00545,2026-03-06,ENT017,Support notes,stakeholder_request,High,Operations,automation_savings,56094,industrial portfolio margin signal 545
EVT00546,2026-03-07,ENT018,Sigma workbook,definition_change,Medium,Analytics,backlog_age,29310,industrial portfolio margin signal 546
EVT00547,2026-03-08,ENT019,ERP,qa_failure,Low,Sales,metric_certification,23074,industrial portfolio margin signal 547
EVT00548,2026-03-09,ENT020,Sigma workbook,manual_override,Medium,Product,backlog_age,26349,industrial portfolio margin signal 548
EVT00549,2026-03-10,ENT021,Data warehouse,automation_run,Critical,Analytics,automation_savings,52650,industrial portfolio margin signal 549
EVT00550,2026-03-11,ENT022,Sigma workbook,stakeholder_request,Medium,Supply chain,launch_readiness,6262,industrial portfolio margin signal 550
EVT00551,2026-03-12,ENT023,Sigma workbook,definition_change,Low,Analytics,gross_margin,9374,industrial portfolio margin signal 551
EVT00552,2026-03-13,ENT024,ERP,automation_run,Low,Product,gross_margin,47468,industrial portfolio margin signal 552
EVT00553,2026-03-14,ENT001,ERP,definition_change,High,Analytics,launch_readiness,41479,industrial portfolio margin signal 553
EVT00554,2026-03-15,ENT002,Sigma workbook,stakeholder_request,Medium,Sales,launch_readiness,8875,industrial portfolio margin signal 554
EVT00555,2026-03-16,ENT003,CRM,automation_run,Critical,Analytics,automation_savings,25947,industrial portfolio margin signal 555
EVT00556,2026-03-17,ENT004,Notebook,automation_run,Critical,Operations,qa_defect_rate,30247,industrial portfolio margin signal 556
EVT00557,2026-03-18,ENT005,Sigma workbook,automation_run,High,Supply chain,backlog_age,31626,industrial portfolio margin signal 557
EVT00558,2026-03-19,ENT006,Sigma workbook,manual_override,Medium,Supply chain,backlog_age,6897,industrial portfolio margin signal 558
EVT00559,2026-03-20,ENT007,CRM,qa_failure,Medium,Analytics,qa_defect_rate,25384,industrial portfolio margin signal 559
EVT00560,2026-03-21,ENT008,Data warehouse,manual_override,Low,Supply chain,gross_margin,51917,industrial portfolio margin signal 560
EVT00561,2026-03-22,ENT009,CRM,automation_run,Low,Analytics,backlog_age,36609,industrial portfolio margin signal 561
EVT00562,2026-03-23,ENT010,Data warehouse,definition_change,Low,Analytics,metric_certification,8283,industrial portfolio margin signal 562
EVT00563,2026-03-24,ENT011,Data warehouse,manual_override,Medium,Operations,gross_margin,27625,industrial portfolio margin signal 563
EVT00564,2026-03-25,ENT012,CRM,stakeholder_request,Low,Sales,gross_margin,55002,industrial portfolio margin signal 564
EVT00565,2026-03-26,ENT013,Support notes,release_review,Low,Supply chain,qa_defect_rate,34586,industrial portfolio margin signal 565
EVT00566,2026-03-27,ENT014,CRM,qa_failure,Low,Analytics,automation_savings,4848,industrial portfolio margin signal 566
EVT00567,2026-03-28,ENT015,Support notes,refresh_delay,Medium,Operations,qa_defect_rate,43339,industrial portfolio margin signal 567
EVT00568,2026-03-29,ENT016,Data warehouse,automation_run,Low,Product,qa_defect_rate,50559,industrial portfolio margin signal 568
EVT00569,2026-03-30,ENT017,Support notes,stakeholder_request,Medium,Operations,metric_certification,9878,industrial portfolio margin signal 569
EVT00570,2026-03-31,ENT018,Data warehouse,automation_run,Medium,Sales,qa_defect_rate,30248,industrial portfolio margin signal 570
EVT00571,2026-04-01,ENT019,Support notes,qa_failure,Critical,Analytics,launch_readiness,16668,industrial portfolio margin signal 571
EVT00572,2026-04-02,ENT020,CRM,qa_failure,High,Analytics,qa_defect_rate,61886,industrial portfolio margin signal 572
EVT00573,2026-04-03,ENT021,Support notes,release_review,Medium,Supply chain,qa_defect_rate,13852,industrial portfolio margin signal 573
EVT00574,2026-04-04,ENT022,Notebook,release_review,Medium,Sales,gross_margin,20412,industrial portfolio margin signal 574
EVT00575,2026-04-05,ENT023,CRM,qa_failure,Low,Analytics,qa_defect_rate,35245,industrial portfolio margin signal 575
EVT00576,2026-04-06,ENT024,Data warehouse,automation_run,Critical,Operations,qa_defect_rate,56622,industrial portfolio margin signal 576
EVT00577,2026-04-07,ENT001,CRM,qa_failure,High,Quality,qa_defect_rate,59253,industrial portfolio margin signal 577
EVT00578,2026-04-08,ENT002,ERP,qa_failure,Low,Product,metric_certification,34212,industrial portfolio margin signal 578
EVT00579,2026-04-09,ENT003,ERP,automation_run,Low,Analytics,gross_margin,1791,industrial portfolio margin signal 579
EVT00580,2026-04-10,ENT004,Notebook,stakeholder_request,High,Operations,metric_certification,53143,industrial portfolio margin signal 580
EVT00581,2026-04-11,ENT005,Data warehouse,qa_failure,Critical,Quality,gross_margin,33895,industrial portfolio margin signal 581
EVT00582,2026-04-12,ENT006,ERP,automation_run,High,Analytics,automation_savings,28677,industrial portfolio margin signal 582
EVT00583,2026-04-13,ENT007,Data warehouse,refresh_delay,High,Product,launch_readiness,6820,industrial portfolio margin signal 583
EVT00584,2026-04-14,ENT008,Support notes,qa_failure,Low,Quality,automation_savings,29414,industrial portfolio margin signal 584
EVT00585,2026-04-15,ENT009,Notebook,manual_override,Low,Quality,backlog_age,5573,industrial portfolio margin signal 585
EVT00586,2026-04-16,ENT010,Support notes,stakeholder_request,Medium,Analytics,qa_defect_rate,56420,industrial portfolio margin signal 586
EVT00587,2026-04-17,ENT011,ERP,release_review,Low,Operations,automation_savings,38975,industrial portfolio margin signal 587
EVT00588,2026-04-18,ENT012,CRM,refresh_delay,Critical,Sales,metric_certification,6147,industrial portfolio margin signal 588
EVT00589,2026-04-19,ENT013,CRM,automation_run,Low,Sales,automation_savings,50547,industrial portfolio margin signal 589
EVT00590,2026-04-20,ENT014,ERP,stakeholder_request,Medium,Operations,gross_margin,17618,industrial portfolio margin signal 590
EVT00591,2026-04-21,ENT015,CRM,definition_change,Low,Operations,backlog_age,24609,industrial portfolio margin signal 591
EVT00592,2026-04-22,ENT016,Sigma workbook,manual_override,Medium,Quality,launch_readiness,56365,industrial portfolio margin signal 592
EVT00593,2026-04-23,ENT017,CRM,definition_change,Medium,Product,gross_margin,39408,industrial portfolio margin signal 593
EVT00594,2026-04-24,ENT018,Sigma workbook,qa_failure,Critical,Quality,gross_margin,20120,industrial portfolio margin signal 594
EVT00595,2026-04-25,ENT019,CRM,stakeholder_request,Critical,Analytics,backlog_age,10685,industrial portfolio margin signal 595
EVT00596,2026-04-26,ENT020,Notebook,definition_change,Critical,Analytics,launch_readiness,55443,industrial portfolio margin signal 596
EVT00597,2026-04-27,ENT021,CRM,qa_failure,Critical,Analytics,launch_readiness,93,industrial portfolio margin signal 597
EVT00598,2026-04-28,ENT022,Sigma workbook,stakeholder_request,Critical,Analytics,automation_savings,46208,industrial portfolio margin signal 598
EVT00599,2026-04-29,ENT023,Sigma workbook,refresh_delay,High,Sales,qa_defect_rate,57168,industrial portfolio margin signal 599
EVT00600,2026-04-30,ENT024,ERP,stakeholder_request,High,Analytics,gross_margin,39283,industrial portfolio margin signal 600
EVT00601,2026-01-01,ENT001,Data warehouse,qa_failure,High,Sales,metric_certification,4471,industrial portfolio margin signal 601
EVT00602,2026-01-02,ENT002,Sigma workbook,manual_override,Low,Product,automation_savings,41568,industrial portfolio margin signal 602
EVT00603,2026-01-03,ENT003,ERP,qa_failure,Medium,Sales,gross_margin,24832,industrial portfolio margin signal 603
EVT00604,2026-01-04,ENT004,Support notes,definition_change,Medium,Operations,launch_readiness,55060,industrial portfolio margin signal 604
EVT00605,2026-01-05,ENT005,Data warehouse,release_review,Critical,Operations,automation_savings,12307,industrial portfolio margin signal 605
EVT00606,2026-01-06,ENT006,Support notes,refresh_delay,Medium,Operations,metric_certification,54611,industrial portfolio margin signal 606
EVT00607,2026-01-07,ENT007,CRM,release_review,High,Operations,backlog_age,2185,industrial portfolio margin signal 607
EVT00608,2026-01-08,ENT008,ERP,release_review,High,Supply chain,metric_certification,358,industrial portfolio margin signal 608
EVT00609,2026-01-09,ENT009,CRM,stakeholder_request,High,Product,automation_savings,44487,industrial portfolio margin signal 609
EVT00610,2026-01-10,ENT010,Notebook,definition_change,High,Operations,qa_defect_rate,54301,industrial portfolio margin signal 610
EVT00611,2026-01-11,ENT011,ERP,stakeholder_request,Low,Analytics,backlog_age,8061,industrial portfolio margin signal 611
EVT00612,2026-01-12,ENT012,CRM,refresh_delay,Medium,Quality,gross_margin,8453,industrial portfolio margin signal 612
EVT00613,2026-01-13,ENT013,Sigma workbook,definition_change,Medium,Supply chain,launch_readiness,3743,industrial portfolio margin signal 613
EVT00614,2026-01-14,ENT014,ERP,definition_change,Low,Analytics,launch_readiness,46238,industrial portfolio margin signal 614
EVT00615,2026-01-15,ENT015,Data warehouse,manual_override,Low,Analytics,backlog_age,23461,industrial portfolio margin signal 615
EVT00616,2026-01-16,ENT016,ERP,refresh_delay,Low,Product,launch_readiness,16307,industrial portfolio margin signal 616
EVT00617,2026-01-17,ENT017,Support notes,refresh_delay,Critical,Supply chain,automation_savings,10556,industrial portfolio margin signal 617
EVT00618,2026-01-18,ENT018,CRM,definition_change,Critical,Quality,gross_margin,53167,industrial portfolio margin signal 618
EVT00619,2026-01-19,ENT019,Notebook,release_review,Low,Operations,automation_savings,42744,industrial portfolio margin signal 619
EVT00620,2026-01-20,ENT020,Support notes,release_review,Low,Quality,qa_defect_rate,2660,industrial portfolio margin signal 620
EVT00621,2026-01-21,ENT021,CRM,release_review,Low,Sales,metric_certification,14723,industrial portfolio margin signal 621
EVT00622,2026-01-22,ENT022,Data warehouse,refresh_delay,High,Quality,backlog_age,21897,industrial portfolio margin signal 622
EVT00623,2026-01-23,ENT023,Notebook,manual_override,High,Sales,metric_certification,20256,industrial portfolio margin signal 623
EVT00624,2026-01-24,ENT024,Support notes,release_review,High,Product,metric_certification,28583,industrial portfolio margin signal 624
EVT00625,2026-01-25,ENT001,Notebook,refresh_delay,Low,Analytics,metric_certification,46039,industrial portfolio margin signal 625
EVT00626,2026-01-26,ENT002,Sigma workbook,manual_override,Low,Analytics,metric_certification,28473,industrial portfolio margin signal 626
EVT00627,2026-01-27,ENT003,Notebook,definition_change,High,Supply chain,metric_certification,22237,industrial portfolio margin signal 627
EVT00628,2026-01-28,ENT004,ERP,stakeholder_request,Low,Sales,gross_margin,18503,industrial portfolio margin signal 628
EVT00629,2026-01-29,ENT005,CRM,release_review,Critical,Operations,qa_defect_rate,50526,industrial portfolio margin signal 629
EVT00630,2026-01-30,ENT006,Sigma workbook,automation_run,Medium,Analytics,automation_savings,37897,industrial portfolio margin signal 630
EVT00631,2026-01-31,ENT007,CRM,automation_run,Low,Analytics,qa_defect_rate,26250,industrial portfolio margin signal 631
EVT00632,2026-02-01,ENT008,ERP,automation_run,High,Product,metric_certification,25419,industrial portfolio margin signal 632
EVT00633,2026-02-02,ENT009,CRM,refresh_delay,Critical,Analytics,qa_defect_rate,55899,industrial portfolio margin signal 633
EVT00634,2026-02-03,ENT010,Data warehouse,refresh_delay,Medium,Sales,metric_certification,24090,industrial portfolio margin signal 634
EVT00635,2026-02-04,ENT011,ERP,manual_override,Low,Supply chain,launch_readiness,49852,industrial portfolio margin signal 635
EVT00636,2026-02-05,ENT012,Notebook,manual_override,Medium,Product,qa_defect_rate,50662,industrial portfolio margin signal 636
EVT00637,2026-02-06,ENT013,Data warehouse,manual_override,High,Sales,qa_defect_rate,46529,industrial portfolio margin signal 637
EVT00638,2026-02-07,ENT014,ERP,manual_override,Low,Sales,qa_defect_rate,16246,industrial portfolio margin signal 638
EVT00639,2026-02-08,ENT015,ERP,qa_failure,High,Analytics,gross_margin,50733,industrial portfolio margin signal 639
EVT00640,2026-02-09,ENT016,ERP,qa_failure,Critical,Sales,gross_margin,37963,industrial portfolio margin signal 640
EVT00641,2026-02-10,ENT017,Data warehouse,refresh_delay,Low,Analytics,automation_savings,43692,industrial portfolio margin signal 641
EVT00642,2026-02-11,ENT018,Support notes,refresh_delay,Low,Analytics,qa_defect_rate,9626,industrial portfolio margin signal 642
EVT00643,2026-02-12,ENT019,Notebook,release_review,Medium,Sales,metric_certification,32142,industrial portfolio margin signal 643
EVT00644,2026-02-13,ENT020,Sigma workbook,qa_failure,Critical,Sales,automation_savings,41828,industrial portfolio margin signal 644
EVT00645,2026-02-14,ENT021,ERP,release_review,High,Supply chain,automation_savings,19268,industrial portfolio margin signal 645
EVT00646,2026-02-15,ENT022,Notebook,qa_failure,Medium,Operations,automation_savings,50653,industrial portfolio margin signal 646
EVT00647,2026-02-16,ENT023,Data warehouse,qa_failure,Medium,Sales,automation_savings,43741,industrial portfolio margin signal 647
EVT00648,2026-02-17,ENT024,ERP,manual_override,Medium,Supply chain,gross_margin,12445,industrial portfolio margin signal 648
EVT00649,2026-02-18,ENT001,CRM,qa_failure,Critical,Supply chain,automation_savings,14727,industrial portfolio margin signal 649
EVT00650,2026-02-19,ENT002,Data warehouse,stakeholder_request,Low,Operations,backlog_age,508,industrial portfolio margin signal 650
EVT00651,2026-02-20,ENT003,ERP,automation_run,High,Operations,automation_savings,15889,industrial portfolio margin signal 651
EVT00652,2026-02-21,ENT004,Support notes,stakeholder_request,Low,Sales,gross_margin,2782,industrial portfolio margin signal 652
EVT00653,2026-02-22,ENT005,CRM,refresh_delay,Low,Quality,metric_certification,31581,industrial portfolio margin signal 653
EVT00654,2026-02-23,ENT006,Notebook,manual_override,Critical,Product,launch_readiness,30809,industrial portfolio margin signal 654
EVT00655,2026-02-24,ENT007,Data warehouse,refresh_delay,High,Analytics,gross_margin,47126,industrial portfolio margin signal 655
EVT00656,2026-02-25,ENT008,Sigma workbook,definition_change,Critical,Supply chain,launch_readiness,54211,industrial portfolio margin signal 656
EVT00657,2026-02-26,ENT009,ERP,release_review,High,Supply chain,backlog_age,3183,industrial portfolio margin signal 657
EVT00658,2026-02-27,ENT010,ERP,refresh_delay,High,Sales,launch_readiness,54100,industrial portfolio margin signal 658
EVT00659,2026-02-28,ENT011,CRM,release_review,Medium,Product,qa_defect_rate,29296,industrial portfolio margin signal 659
EVT00660,2026-03-01,ENT012,Support notes,manual_override,Medium,Sales,backlog_age,8518,industrial portfolio margin signal 660
EVT00661,2026-03-02,ENT013,Support notes,release_review,Low,Quality,gross_margin,33792,industrial portfolio margin signal 661
EVT00662,2026-03-03,ENT014,CRM,stakeholder_request,Low,Supply chain,metric_certification,10358,industrial portfolio margin signal 662
EVT00663,2026-03-04,ENT015,Notebook,automation_run,Medium,Quality,metric_certification,35739,industrial portfolio margin signal 663
EVT00664,2026-03-05,ENT016,Sigma workbook,refresh_delay,Critical,Analytics,backlog_age,51999,industrial portfolio margin signal 664
EVT00665,2026-03-06,ENT017,Support notes,definition_change,Medium,Supply chain,gross_margin,37248,industrial portfolio margin signal 665
EVT00666,2026-03-07,ENT018,Support notes,manual_override,Critical,Analytics,launch_readiness,17940,industrial portfolio margin signal 666
EVT00667,2026-03-08,ENT019,Data warehouse,definition_change,Medium,Sales,metric_certification,47124,industrial portfolio margin signal 667
EVT00668,2026-03-09,ENT020,Sigma workbook,manual_override,Medium,Analytics,gross_margin,8444,industrial portfolio margin signal 668
EVT00669,2026-03-10,ENT021,CRM,automation_run,Medium,Supply chain,automation_savings,14778,industrial portfolio margin signal 669
EVT00670,2026-03-11,ENT022,Sigma workbook,manual_override,Low,Analytics,gross_margin,17102,industrial portfolio margin signal 670
EVT00671,2026-03-12,ENT023,Notebook,stakeholder_request,Medium,Operations,launch_readiness,6524,industrial portfolio margin signal 671
EVT00672,2026-03-13,ENT024,Data warehouse,stakeholder_request,High,Product,metric_certification,45911,industrial portfolio margin signal 672
EVT00673,2026-03-14,ENT001,Data warehouse,qa_failure,Medium,Quality,gross_margin,42281,industrial portfolio margin signal 673
EVT00674,2026-03-15,ENT002,Support notes,stakeholder_request,Critical,Quality,metric_certification,21657,industrial portfolio margin signal 674
EVT00675,2026-03-16,ENT003,CRM,refresh_delay,High,Quality,gross_margin,17807,industrial portfolio margin signal 675
EVT00676,2026-03-17,ENT004,Sigma workbook,qa_failure,High,Quality,backlog_age,8439,industrial portfolio margin signal 676
EVT00677,2026-03-18,ENT005,Notebook,refresh_delay,Critical,Supply chain,qa_defect_rate,29087,industrial portfolio margin signal 677
EVT00678,2026-03-19,ENT006,ERP,stakeholder_request,Medium,Operations,gross_margin,49126,industrial portfolio margin signal 678
EVT00679,2026-03-20,ENT007,CRM,definition_change,Low,Quality,automation_savings,5626,industrial portfolio margin signal 679
EVT00680,2026-03-21,ENT008,CRM,release_review,High,Quality,gross_margin,37617,industrial portfolio margin signal 680
EVT00681,2026-03-22,ENT009,ERP,refresh_delay,Medium,Supply chain,launch_readiness,53854,industrial portfolio margin signal 681
EVT00682,2026-03-23,ENT010,Notebook,definition_change,High,Operations,gross_margin,39278,industrial portfolio margin signal 682
EVT00683,2026-03-24,ENT011,Support notes,qa_failure,Low,Analytics,backlog_age,14516,industrial portfolio margin signal 683
EVT00684,2026-03-25,ENT012,Data warehouse,manual_override,Low,Analytics,qa_defect_rate,4999,industrial portfolio margin signal 684
EVT00685,2026-03-26,ENT013,Sigma workbook,refresh_delay,Critical,Operations,launch_readiness,38117,industrial portfolio margin signal 685
EVT00686,2026-03-27,ENT014,Data warehouse,definition_change,Low,Operations,gross_margin,8949,industrial portfolio margin signal 686
EVT00687,2026-03-28,ENT015,Data warehouse,release_review,Low,Operations,qa_defect_rate,31564,industrial portfolio margin signal 687
EVT00688,2026-03-29,ENT016,CRM,automation_run,High,Analytics,automation_savings,48458,industrial portfolio margin signal 688
EVT00689,2026-03-30,ENT017,ERP,refresh_delay,High,Analytics,metric_certification,58939,industrial portfolio margin signal 689
EVT00690,2026-03-31,ENT018,Data warehouse,release_review,Critical,Supply chain,launch_readiness,9306,industrial portfolio margin signal 690
